kode_provinsi,nama_provinsi,kode_provinsi_dagri,nama_provinsi_dagri,kode_kabupaten,nama_kabupaten,kode_kabupaten_dagri,nama_kabupaten_dagri,kode_kecamatan,nama_kecamatan,kode_kecamatan_dagri,nama_kecamatan_dagri
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607020,BETUNG,160705,Betung
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607021,SUAK TAPEH,160716,Suak Tapeh
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607030,PULAU RIMAU,160704,Pulau Rimau
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607031,TUNGKAL ILIR,160715,Tungkal Ilir
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607032,SELAT PENUGUAN,160721,Selat Penuguan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607040,BANYUASIN III,160703,Banyuasin III
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607041,SEMBAWA,160717,Sembawa
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607050,TALANG KELAPA,160710,Talang Kelapa
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607051,TANJUNG LAGO,160712,Tanjung Lago
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607060,BANYUASIN I,160701,Banyuasin I
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607061,AIR KUMBANG,160719,Air Kumbang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607070,RAMBUTAN,160706,Rambutan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607080,MUARA PADANG,160707,Muara Padang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607081,MUARA SUGIHAN,160713,Muara Sugihan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607090,MAKARTI JAYA,160709,Makarti Jaya
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607091,AIR SALEK,160714,Air Salek
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607100,BANYUASIN II,160702,Banyuasin II
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607101,KARANG AGUNG ILIR,160720,Karang Agung Ilir
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607110,MUARA TELANG,160708,Muara Telang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1607,KAB. BANYUASIN,1607,KAB. BANYUASIN,1607111,SUMBER MARGA TELANG,160718,Sumber Marga Telang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608010,MEKAKAU ILIR,160908,Mekakau Ilir
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608020,BANDING AGUNG,160903,Banding Agung
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608021,WARKUK RANAU SELATAN,160913,Warkuk Ranau Selatan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608022,BUAY PEMATANG RIBU RANAU TENGAH,160912,Buay Pematang Ribu Ranau Tengah
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608030,BUAY PEMACA,160909,Buay Pemaca
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608040,SIMPANG,160905,Simpang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608041,BUANA PEMACA,160917,Buana Pemaca
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608050,MUARADUA,160901,Muara Dua
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608051,BUAY RAWAN,160919,Buay Rawan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608060,BUAY SANDANG AJI,160906,Buay Sandang Aji
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608061,TIGA DIHAJI,160918,Tiga Dihaji
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608070,BUAY RUNJUNG,160907,Buay Runjung
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608071,RUNJUNG AGUNG,160914,Runjung Agung
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608080,KISAM TINGGI,160910,Kisam Tinggi
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608090,MUARADUA KISAM,160904,Muara Dua Kisam
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608091,KISAM ILIR,160911,Kisam Ilir
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608100,PULAU BERINGIN,160902,Pulau Beringin
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608101,SINDANG DANAU,160916,Sindang Danau
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1608,"KAB. OGAN KOMERING ULU
SELATAN",1609,"KAB. OGAN KOMERING ULU
SELATAN",1608102,SUNGAI ARE,160915,Sungai Are
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609010,MARTAPURA,160801,Martapura
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609011,BUNGA MAYANG,160811,Bunga Mayang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609012,JAYA PURA,160816,Jayapura
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609020,BUAY PEMUKA PELIUNG,160805,Buay Pemuka Peliung
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609030,BUAY MADANG,160802,Buay Madang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609031,BUAY MADANG TIMUR,160812,Buay Madang Timur
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609032,BUAY PEMUKA BANGSA RAJA,160820,Buay Pemuka Bangsa Raja
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609040,MADANG SUKU II,160806,Madang Suku II
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609041,MADANG SUKU III,160813,Madang Suku III
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609050,MADANG SUKU I,160807,Madang Suku I
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609051,BELITANG MADANG RAYA,160818,Belitang Madang Raya
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609060,BELITANG,160803,Belitang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609061,BELITANG JAYA,160817,Belitang Jaya
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609070,BELITANG III,160810,Belitang III
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609080,BELITANG II,160809,Belitang II
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609081,BELITANG MULYA,160819,Belitang Mulya
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609090,SEMENDAWAI SUKU III,160808,Semendawai Suku III
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609091,SEMENDAWAI TIMUR,160815,Semendawai Timur
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609100,CEMPAKA,160804,Cempaka
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1609,KAB. OGAN KOMERING ULU TIMUR,1608,KAB. OGAN KOMERING ULU TIMUR,1609101,SEMENDAWAI BARAT,160814,Semendawai Barat
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610010,MUARA KUANG,161001,Muara Kuang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610011,RAMBANG KUANG,161014,Rambang Kuang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610012,LUBUK KELIAT,161015,Lubuk Keliat
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610020,TANJUNG BATU,161002,Tanjung Batu
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610021,PAYARAMAN,161016,Payaraman
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610030,RANTAU ALAI,161006,Rantau Alai
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610031,KANDIS,161013,Kandis
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610040,TANJUNG RAJA,161003,Tanjung Raja
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610041,RANTAU PANJANG,161011,Rantau Panjang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610042,SUNGAI PINANG,161012,Sungai Pinang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610050,PEMULUTAN,161005,Pemulutan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610051,PEMULUTAN SELATAN,161009,Pemulutan Selatan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610052,PEMULUTAN BARAT,161010,Pemulutan Barat
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610060,INDRALAYA,161004,Indralaya
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610061,INDRALAYA UTARA,161007,Indralaya Utara
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1610,KAB. OGAN ILIR,1610,KAB. OGAN ILIR,1610062,INDRALAYA SELATAN,161008,Indralaya Selatan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611010,MUARA PINANG,161101,Muara Pinang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611020,LINTANG KANAN,161105,Lintang Kanan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611030,PENDOPO,161102,Pendopo
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611031,PENDOPO BARAT,161110,Pendopo Barat
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611040,PASEMAH AIR KERUH,161107,Pasemah Air Keruh
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611050,ULU MUSI,161103,Ulu Musi
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611051,SIKAP DALAM,161108,Sikap Dalam
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611060,TALANG PADANG,161106,Talang Padang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611070,TEBING TINGGI,161104,Tebing Tinggi
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1611,KAB. EMPAT LAWANG,1611,KAB. EMPAT LAWANG,1611071,SALING,161109,Saling
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612010,TALANG UBI,161201,Talang Ubi
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612020,TANAH ABANG,161205,Tanah Abang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612030,ABAB,161204,Abab
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612040,PENUKAL,161203,Penukal
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612,"KAB. PENUKAL ABAB LEMATANG
ILIR",1612050,PENUKAL UTARA,161202,Penukal Utara
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,1613010,ULU RAWAS,161307,Ulu Rawas
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,1613020,KARANG JAYA,161306,Karang Jaya
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,1613030,RAWAS ULU,161302,Rawas Ulu
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,1613040,RUPIT,161301,Rupit
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,1613050,KARANG DAPO,161305,Karang Dapo
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,1613060,RAWAS ILIR,161304,Rawas Ilir
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1613,KAB. MUSI RAWAS UTARA,1613,KAB. MUSI RAWAS UTARA,1613070,NIBUNG,161303,Nibung
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671010,ILIR BARAT DUA,167101,Ilir Barat Dua
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671011,GANDUS,167112,Gandus
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671020,SEBERANG ULU SATU,167102,Seberang Ulu Satu
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671021,KERTAPATI,167113,Kertapati
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671022,JAKABARING,167117,Jakabaring
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671030,SEBERANG ULU DUA,167103,Seberang Ulu Dua
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671031,PLAJU,167114,Plaju
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671040,ILIR BARAT SATU,167104,Ilir Barat Satu
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671041,BUKITKECIL,167111,Bukitkecil
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671050,ILIR TIMUR SATU,167105,Ilir Timur Satu
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671051,KEMUNING,167109,Kemuning
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671060,ILIR TIMUR DUA,167106,Ilir Timur Dua
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671061,KALIDONI,167110,Kalidoni
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671062,ILIR TIMUR TIGA,167118,Ilir Timur Tiga
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671070,SAKO,167108,Sako
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671071,SEMATANGBORANG,167116,Sematangborang
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671080,SUKARAMI,167107,Sukarami
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1671,KOTA PALEMBANG,1671,KOTA PALEMBANG,1671081,ALANG-ALANG LEBAR,167115,Alang-alang Lebar
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1672,KOTA PRABUMULIH,1674,KOTA PRABUMULIH,1672010,RAMBANG KAPAK TENGAH,167404,Rambang Kapak Tengah
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1672,KOTA PRABUMULIH,1674,KOTA PRABUMULIH,1672020,PRABUMULIH TIMUR,167402,Prabumulih Timur
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1672,KOTA PRABUMULIH,1674,KOTA PRABUMULIH,1672021,PRABUMULIH SELATAN,167406,Prabumulih Selatan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1672,KOTA PRABUMULIH,1674,KOTA PRABUMULIH,1672030,PRABUMULIH BARAT,167401,Prabumulih Barat
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1672,KOTA PRABUMULIH,1674,KOTA PRABUMULIH,1672031,PRABUMULIH UTARA,167405,Prabumulih Utara
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1672,KOTA PRABUMULIH,1674,KOTA PRABUMULIH,1672040,CAMBAI,167403,Cambai
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,1672,KOTA PAGAR ALAM,1673010,DEMPO SELATAN,167204,Dempo Selatan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,1672,KOTA PAGAR ALAM,1673011,DEMPO TENGAH,167205,Dempo Tengah
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,1672,KOTA PAGAR ALAM,1673020,DEMPO UTARA,167203,Dempo Utara
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,1672,KOTA PAGAR ALAM,1673030,PAGAR ALAM SELATAN,167202,Pagar Alam Selatan
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1673,KOTA PAGAR ALAM,1672,KOTA PAGAR ALAM,1673040,PAGAR ALAM UTARA,167201,Pagar Alam Utara
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674011,LUBUK LINGGAU BARAT I,167302,Lubuk Linggau Barat I
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674012,LUBUK LINGGAU BARAT II,167306,Lubuk Linggau Barat II
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674021,LUBUK LINGGAU SELATAN I,167303,Lubuk Linggau Selatan I
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674022,LUBUK LINGGAU SELATAN II,167307,Lubuk Linggau Selatan II
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674031,LUBUK LINGGAU TIMUR I,167301,Lubuk Linggau Timur I
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674032,LUBUK LINGGAU TIMUR II,167305,Lubuk Linggau Timur II
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674041,LUBUK LINGGAU UTARA I,167304,Lubuk Linggau Utara I
16,SUMATERA SELATAN,16,SUMATERA SELATAN,1674,KOTA LUBUK LINGGAU,1673,KOTA LUBUK LINGGAU,1674042,LUBUK LINGGAU UTARA II,167308,Lubuk Linggau Utara II
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701040,MANNA,170104,Manna
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701041,KOTA MANNA,170105,Kota Manna
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701042,KEDURANG,170101,Kedurang
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701043,BUNGA MAS,170110,Bunga Mas
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701044,PASAR MANNA,170111,Pasar Manna
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701045,KEDURANG ILIR,170107,Kedurang Ilir
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701050,SEGINIM,170102,Seginim
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701051,AIR NIPIS,170108,Air Nipis
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701060,PINO,170103,Pino
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701061,PINORAYA,170106,Pino Raya
17,BENGKULU,17,BENGKULU,1701,KAB. BENGKULU SELATAN,1701,KAB. BENGKULU SELATAN,1701062,ULU MANNA,170109,Ulu Manna
17,BENGKULU,17,BENGKULU,1702,KAB. REJANG LEBONG,1702,KAB. REJANG LEBONG,1702020,KOTA PADANG,170206,Kota Padang
17,BENGKULU,17,BENGKULU,1702,KAB. REJANG LEBONG,1702,KAB. REJANG LEBONG,1702021,SINDANG BELITI ILIR,170223,Sindang Beliti Ilir
17,BENGKULU,17,BENGKULU,1702,KAB. REJANG LEBONG,1702,KAB. REJANG LEBONG,1702030,PADANG ULAK TANDING,170207,Padang Ulak Tanding
17,BENGKULU,17,BENGKULU,1702,KAB. REJANG LEBONG,1702,KAB. REJANG LEBONG,1702031,SINDANG KELINGI,170208,Sindang Kelingi
